Image,Score
images/000000.png,0.9638337353433558
images/000001.png,0.9619745063294329
images/000002.png,0.9583071338428459
images/000003.png,0.9635253468335003
images/000004.png,0.9480888466433303
images/000005.png,0.9460742670985509
images/000006.png,0.9602148984313805
images/000007.png,0.96870132031065
images/000008.png,0.9611060382802915
images/000009.png,0.9606241987508111
images/000010.png,0.9471069252931293
images/000011.png,0.9436149180385857
images/000012.png,0.9526472998477751
images/000013.png,0.9387650307094075
images/000014.png,0.9449269584796419
images/000015.png,0.9535357162503743
images/000016.png,0.9535629996065418
images/000017.png,0.9593012907473958
images/000018.png,0.9310325034121245
images/000019.png,0.9576176600579626
images/000020.png,0.9714035554469488
images/000021.png,0.9535231790762829
images/000022.png,0.9573744688650778
images/000023.png,0.9540615737525556
images/000024.png,0.9123485955417555
images/000025.png,0.9500581743675062
images/000026.png,0.9463557079983629
images/000027.png,0.966740148414558
images/000028.png,0.9514019137495481
images/000029.png,0.950369595338766
images/000030.png,0.9383146628547218
images/000031.png,0.9548561744223625
images/000032.png,0.0184721462286122
images/000033.png,0.8681055677154681
images/000034.png,0.9585773987593317
images/000035.png,0.9301488410286094
images/000036.png,0.9479055716245199
images/000037.png,0.948640321724138
images/000038.png,0.9509908033748217
images/000039.png,0.9116787310526976
images/000040.png,0.9592248617771745
images/000041.png,0.9678167865768106
images/000042.png,0.9463874431287589
images/000043.png,0.9290304669188822
images/000044.png,0.9173018370374552
images/000045.png,0.9611610831165216
images/000046.png,0.8980832095850045
images/000047.png,0.9395389906341255
images/000048.png,0.02574813736233455
images/000049.png,0.9287849707113318
images/000050.png,0.9323431966892882
images/000051.png,0.9397282668861373
images/000052.png,0.9318677997502538
images/000053.png,0.9427133440525407
images/000054.png,0.8990394295915575
images/000055.png,0.9503995245020054
images/000056.png,0.08775739710629485
images/000060.png,0.9371370915534616
images/000063.png,0.022089618525906348
images/000064.png,0.019966404613691976
images/000067.png,0.014766589295832933
images/000097.png,0.007407657703574066
images/000100.png,0.9647172323478357
images/000101.png,0.9661667002210367
images/000102.png,0.9665009925520757
images/000103.png,0.9708543894139419
images/000104.png,0.9614238009659228
images/000105.png,0.9631554927144524
images/000106.png,0.9656569942676122
images/000107.png,0.9638940744032914
images/000108.png,0.9557144477078179
images/000109.png,0.9707537396450392
images/000110.png,0.954005404939016
images/000111.png,0.9523666856051669
images/000112.png,0.9612760925465222
images/000113.png,0.9584184866352852
images/000114.png,0.9570380573860452
images/000115.png,0.9544033701364366
images/000116.png,0.9600300187797779
images/000117.png,0.9592296928562669
images/000118.png,0.9371724197384108
images/000119.png,0.9532710463161979
images/000120.png,0.9662615874127461
images/000121.png,0.9631720242584059
images/000122.png,0.9240679917674313
images/000123.png,0.9685070416211814
images/000124.png,0.9591545914557682
images/000125.png,0.9445667403338515
images/000126.png,0.9504339560080625
images/000127.png,0.9548108056640598
images/000128.png,0.9574945638541754
images/000129.png,0.01576851704625923
images/000131.png,0.9440824087526674
images/000132.png,0.9405280601069708
images/000133.png,0.9201837351483912
images/000134.png,0.9368484073141584
images/000135.png,0.016720643910450576
images/000136.png,0.9523008706301388
images/000137.png,0.9400027163451798
images/000138.png,0.9484485986846058
images/000139.png,0.9470931242752882
images/000140.png,0.9600165525011456
images/000141.png,0.9459939097188299
images/000142.png,0.9580856441056876
images/000143.png,0.948009230552572
images/000144.png,0.9343203425410014
images/000145.png,0.9396361863366379
images/000146.png,0.9338225172150745
images/000147.png,0.9442484513631333
images/000148.png,0.9252750991959653
images/000149.png,0.9568290387561511
images/000150.png,0.9385025421515627
images/000151.png,0.9246692730328702
images/000152.png,0.8819793837571341
images/000153.png,0.131032777702438
images/000154.png,0.8917773479534704
